,Model,Dataset,AUROC,Accuracy,Train time,Inference time,Trainable params,Shuffling
35,LSTM,FBIRN ICA,0.6343749999999999,0.5806451612903226,13.49962878227234,9.015298658801665e-05,446042,None
36,LSTM,FBIRN ICA,0.5010416666666666,0.41935483870967744,2.5889368057250977,9.432915718324722e-05,446042,None
37,LSTM,FBIRN ICA,0.4906250000000001,0.5161290322580645,2.554785966873169,8.362723935034967e-05,446042,None
38,LSTM,FBIRN ICA,0.6354166666666666,0.6129032258064516,19.210346221923828,8.786109185987903e-05,446042,None
39,LSTM,FBIRN ICA,0.6416666666666666,0.6290322580645161,14.941187620162964,9.945900209488408e-05,446042,None
40,LSTM,FBIRN ICA,0.596774193548387,0.5873015873015873,11.6366765499115,8.799537779792906e-05,446042,None
41,LSTM,FBIRN ICA,0.6945564516129031,0.6190476190476191,16.35930109024048,9.045146760486422e-05,446042,None
42,LSTM,FBIRN ICA,0.6239919354838709,0.5714285714285714,8.012272596359253,8.571337139795697e-05,446042,None
43,LSTM,FBIRN ICA,0.6925403225806451,0.6190476190476191,18.288793087005615,8.748448084271144e-05,446042,None
44,LSTM,FBIRN ICA,0.595766129032258,0.5714285714285714,10.12591028213501,9.050066508944072e-05,446042,None
45,LSTM,FBIRN ICA,0.6129032258064516,0.6031746031746031,13.070446491241457,9.26767076764788e-05,446042,None
46,LSTM,FBIRN ICA,0.7449596774193549,0.6825396825396826,16.436816692352295,9.125376504565042e-05,446042,None
47,LSTM,FBIRN ICA,0.6008064516129032,0.5079365079365079,2.5505244731903076,8.438503931439112e-05,446042,None
48,LSTM,FBIRN ICA,0.6340725806451614,0.5396825396825397,12.396790981292725,9.11099570138114e-05,446042,None
49,LSTM,FBIRN ICA,0.6491935483870968,0.5555555555555556,22.801635265350345,9.238530719091022e-05,446042,None
0,LSTM,FBIRN Schaefer 200 ROI,0.7895833333333333,0.6774193548387096,13.599143743515016,0.00016040955820391254,693002,None
1,LSTM,FBIRN Schaefer 200 ROI,0.46979166666666666,0.5,3.2365355491638184,0.00015168420730098602,693002,None
2,LSTM,FBIRN Schaefer 200 ROI,0.74375,0.6774193548387096,16.68920373916626,0.00016843118975239416,693002,None
3,LSTM,FBIRN Schaefer 200 ROI,0.7864583333333334,0.7096774193548387,17.606411933898926,0.0001530416550174836,693002,None
4,LSTM,FBIRN Schaefer 200 ROI,0.7583333333333333,0.7258064516129032,18.12427520751953,0.0001556411866218813,693002,None
5,LSTM,FBIRN Schaefer 200 ROI,0.5010416666666666,0.5161290322580645,3.3070168495178223,0.00015144578872188446,693002,None
6,LSTM,FBIRN Schaefer 200 ROI,0.5416666666666666,0.4516129032258064,3.34981369972229,0.0001534685011832945,693002,None
7,LSTM,FBIRN Schaefer 200 ROI,0.7114583333333333,0.7096774193548387,17.558449745178223,0.0001674159880607359,693002,None
8,LSTM,FBIRN Schaefer 200 ROI,0.63125,0.5645161290322581,9.784734725952148,0.00015295320941555884,693002,None
9,LSTM,FBIRN Schaefer 200 ROI,0.775,0.7258064516129032,14.374964237213137,0.0001536800015357233,693002,None
10,LSTM,FBIRN Schaefer 200 ROI,0.7687499999999999,0.6290322580645161,9.664507865905762,0.00015500284010364163,693002,None
11,LSTM,FBIRN Schaefer 200 ROI,0.5416666666666666,0.532258064516129,5.189689636230469,0.00016189390613186743,693002,None
12,LSTM,FBIRN Schaefer 200 ROI,0.85625,0.7741935483870968,15.643670320510864,0.00015143040687807144,693002,None
13,LSTM,FBIRN Schaefer 200 ROI,0.9114583333333336,0.9032258064516128,14.652224779129028,0.00018561270929151963,693002,None
14,LSTM,FBIRN Schaefer 200 ROI,0.5864583333333334,0.5,3.238539695739746,0.0001509151151103358,693002,None
15,LSTM,FBIRN Schaefer 200 ROI,0.5697916666666667,0.5483870967741935,4.514256954193115,0.0001558142323647776,693002,None
16,LSTM,FBIRN Schaefer 200 ROI,0.8520833333333333,0.8064516129032258,17.158952713012695,0.00015241869034305695,693002,None
17,LSTM,FBIRN Schaefer 200 ROI,0.8541666666666666,0.8064516129032258,16.04238724708557,0.00016185545152233493,693002,None
18,LSTM,FBIRN Schaefer 200 ROI,0.8666666666666667,0.7903225806451613,17.42009711265564,0.00015218027176395538,693002,None
19,LSTM,FBIRN Schaefer 200 ROI,0.6572916666666667,0.6290322580645161,7.068042755126953,0.00015549890456661102,693002,None
20,LSTM,FBIRN Schaefer 200 ROI,0.7583333333333333,0.6935483870967742,16.02248978614807,0.00017184595907888104,693002,None
